"finch_id","finch_cat_id","finch_cat_name","finch_cat_name_a","finch_cat_id_a","finch_cat_name_b","finch_cat_id_b","finch_cat_name_c","finch_cat_id_c","description","name","brand_name","features","additionalproperties"
amzn_us___B0C5JDY41N,"870e6274",Crib Mattresses,Baby,c679954e,Crib Mattresses,"870e6274",,,"💞The Most Essential Accessory For All New Moms And Dads. 🙆Do you want to keep your baby clean and comfy wherever you go? 🙆Are you looking for a convenient and high-quality baby sleeping pad? ✅Then this portable baby pad is everything you've been looking for! Designed for Babies: This portable waterproof baby pads has a gauze cotton surface that is smooth and soft, protects your little one from hard, dirty surfaces. ✅SUPERIOR QUALITY 👶This waterproof changing pad is made with the best quality materials and special care to keep your baby comfy and safe. 👶It is very soft and comfortable so that babies will love it, and extremely durable and hygienic. ✅THREE LAYER STRUCTURE 👶Skin-friendly 👶Soft & Comfortable 👶Breathable 👶Ice silk can better protect your baby's skin ✅CONVENIENT DESIGN 👶The foldable changing mat is very easy to carry 👶The baby sleeping mat is waterproof and very easy to keep clean for easy use and maximum hygiene ✅MULTIPLE FUNCTIONS 👶For baby cribs 👶For baby bassinet/crib/pack n play 👶For toddler training 👶For protecting your mattress 👶Baby daily use 👶For playmat 👶For picnic 🚚Just click ""Add To Cart"" now","xigua Avocado Baby Summer Sleeping Pad Baby Cooling Pad with Pillowcase, Breathable Crib Mattress Pad Washable Toddler Mattress Pad for Summer 52"" x 28""",xigua,"{""【👶 PREMIUM MATERIAL】The baby sheet are velvety-soft to touch, breathable and healthy for your baby or toddler. So do not worry that baby will get sweaty when they re sleeping. The backing fiber is non-adhesive and noise-free, which prevent from bunching up when tossing and turning,allowing for a peaceful rest."",""【👶 GET AN CUTE BABY PAD FOR BED】Each bed pad protector is oversized at 52''x 28'',In addition with a pillowcase (18 x 13in); easily fits most baby crib and mattress protector, allows your baby to sleep peacefully with plenty of room to move."",""【👶 SPOIL YOUR BABY BOY OR GIRL】Choose this unisex pee pads for kids and offer it as a thoughtful baby shower, birthday, gender reveal party Christmas or holiday gift.You just have to replace the pad instead of tearing away the whole sheet off the bed every morning."",""【👶 DURABLE & REUSABLE】Unlike plastic mats that stain and slide around or pricey disposable liners, these changing table pads are reusable with made of durable materials that are machine washable up to 100+ cycles and get softer with every wash, which is better for your baby and your wallet."",""【👶 WASHING INSTRUCTIONS】Regular washing; less than 40 ℃ warm water washing; do not use bleach and other detergents; should not be soaked for a long time; can be hand-washed, ironing, gentle machine washable, not dry clean.""}","{""{\""name\"": \""Product Dimensions\"", \""value\"": \""52 x 28 x 0.4 inches\""}"",""{\""name\"": \""Manufacturer\"", \""value\"": \""ZZCshop\""}"",""{\""name\"": \""ASIN\"", \""value\"": \""B0C5JDY41N\""}"",""{\""name\"": \""Date First Available\"", \""value\"": \""05M 17, 2023\""}""}"
amzn_us___B0C5JBNL4F,"870e6274",Crib Mattresses,Baby,c679954e,Crib Mattresses,"870e6274",,,"💞The Most Essential Accessory For All New Moms And Dads. 🙆Do you want to keep your baby clean and comfy wherever you go? 🙆Are you looking for a convenient and high-quality baby sleeping pad? ✅Then this portable baby pad is everything you've been looking for! Designed for Babies: This portable waterproof baby pads has a gauze cotton surface that is smooth and soft, protects your little one from hard, dirty surfaces. ✅SUPERIOR QUALITY 👶This waterproof changing pad is made with the best quality materials and special care to keep your baby comfy and safe. 👶It is very soft and comfortable so that babies will love it, and extremely durable and hygienic. ✅THREE LAYER STRUCTURE 👶Skin-friendly 👶Soft & Comfortable 👶Breathable 👶Ice silk can better protect your baby's skin ✅CONVENIENT DESIGN 👶The foldable changing mat is very easy to carry 👶The baby sleeping mat is waterproof and very easy to keep clean for easy use and maximum hygiene ✅MULTIPLE FUNCTIONS 👶For baby cribs 👶For baby bassinet/crib/pack n play 👶For toddler training 👶For protecting your mattress 👶Baby daily use 👶For playmat 👶For picnic 🚚Just click ""Add To Cart"" now","xigua Frog Baby Summer Sleeping Pad Baby Cooling Pad with Pillowcase, Breathable Crib Mattress Pad Washable Toddler Mattress Pad for Summer 52"" x 28""",xigua,"{""【👶 PREMIUM MATERIAL】The baby sheet are velvety-soft to touch, breathable and healthy for your baby or toddler. So do not worry that baby will get sweaty when they re sleeping. The backing fiber is non-adhesive and noise-free, which prevent from bunching up when tossing and turning,allowing for a peaceful rest."",""【👶 GET AN CUTE BABY PAD FOR BED】Each bed pad protector is oversized at 52''x 28'',In addition with a pillowcase (18 x 13in); easily fits most baby crib and mattress protector, allows your baby to sleep peacefully with plenty of room to move."",""【👶 SPOIL YOUR BABY BOY OR GIRL】Choose this unisex pee pads for kids and offer it as a thoughtful baby shower, birthday, gender reveal party Christmas or holiday gift.You just have to replace the pad instead of tearing away the whole sheet off the bed every morning."",""【👶 DURABLE & REUSABLE】Unlike plastic mats that stain and slide around or pricey disposable liners, these changing table pads are reusable with made of durable materials that are machine washable up to 100+ cycles and get softer with every wash, which is better for your baby and your wallet."",""【👶 WASHING INSTRUCTIONS】Regular washing; less than 40 ℃ warm water washing; do not use bleach and other detergents; should not be soaked for a long time; can be hand-washed, ironing, gentle machine washable, not dry clean.""}","{""{\""name\"": \""Manufacturer\"", \""value\"": \""ZZCshop\""}"",""{\""name\"": \""ASIN\"", \""value\"": \""B0C5JBNL4F\""}"",""{\""name\"": \""Date First Available\"", \""value\"": \""05M 17, 2023\""}""}"
amzn_us___B0C5JFXB3X,"870e6274",Crib Mattresses,Baby,c679954e,Crib Mattresses,"870e6274",,,"💞The Most Essential Accessory For All New Moms And Dads. 🙆Do you want to keep your baby clean and comfy wherever you go? 🙆Are you looking for a convenient and high-quality baby sleeping pad? ✅Then this portable baby pad is everything you've been looking for! Designed for Babies: This portable waterproof baby pads has a gauze cotton surface that is smooth and soft, protects your little one from hard, dirty surfaces. ✅SUPERIOR QUALITY 👶This waterproof changing pad is made with the best quality materials and special care to keep your baby comfy and safe. 👶It is very soft and comfortable so that babies will love it, and extremely durable and hygienic. ✅THREE LAYER STRUCTURE 👶Skin-friendly 👶Soft & Comfortable 👶Breathable 👶Ice silk can better protect your baby's skin ✅CONVENIENT DESIGN 👶The foldable changing mat is very easy to carry 👶The baby sleeping mat is waterproof and very easy to keep clean for easy use and maximum hygiene ✅MULTIPLE FUNCTIONS 👶For baby cribs 👶For baby bassinet/crib/pack n play 👶For toddler training 👶For protecting your mattress 👶Baby daily use 👶For playmat 👶For picnic 🚚Just click ""Add To Cart"" now","xigua Avocado Baby Summer Sleeping Pad Baby Cooling Pad with Pillowcase, Breathable Crib Mattress Pad Washable Toddler Mattress Pad for Summer 52"" x 28""",xigua,"{""【👶 PREMIUM MATERIAL】The baby sheet are velvety-soft to touch, breathable and healthy for your baby or toddler. So do not worry that baby will get sweaty when they re sleeping. The backing fiber is non-adhesive and noise-free, which prevent from bunching up when tossing and turning,allowing for a peaceful rest."",""【👶 GET AN CUTE BABY PAD FOR BED】Each bed pad protector is oversized at 52''x 28'',In addition with a pillowcase (18 x 13in); easily fits most baby crib and mattress protector, allows your baby to sleep peacefully with plenty of room to move."",""【👶 SPOIL YOUR BABY BOY OR GIRL】Choose this unisex pee pads for kids and offer it as a thoughtful baby shower, birthday, gender reveal party Christmas or holiday gift.You just have to replace the pad instead of tearing away the whole sheet off the bed every morning."",""【👶 DURABLE & REUSABLE】Unlike plastic mats that stain and slide around or pricey disposable liners, these changing table pads are reusable with made of durable materials that are machine washable up to 100+ cycles and get softer with every wash, which is better for your baby and your wallet."",""【👶 WASHING INSTRUCTIONS】Regular washing; less than 40 ℃ warm water washing; do not use bleach and other detergents; should not be soaked for a long time; can be hand-washed, ironing, gentle machine washable, not dry clean.""}","{""{\""name\"": \""Product Dimensions\"", \""value\"": \""52 x 28 x 0.4 inches\""}"",""{\""name\"": \""Manufacturer\"", \""value\"": \""ZZCshop\""}"",""{\""name\"": \""ASIN\"", \""value\"": \""B0C5JFXB3X\""}"",""{\""name\"": \""Date First Available\"", \""value\"": \""May 17, 2023\""}"",""{\""name\"": \""Age Range Description\"", \""value\"": \""Baby\""}""}"
amzn_us___B0BG5SSWS8,"870e6274",Crib Mattresses,Baby,c679954e,Crib Mattresses,"870e6274",,,Thermo-bonded core provides firm support. Sleeping surface. Water tolerant cover wipes clean. Lightweight. Fits standard cribs and toddler beds. Exceeds federal flammabilty standards,Little Seeds Moonlight Twinkle Standard Firm Baby Crib & Toddler Bed Mattress with Waterproof and Stain Resistant Cover,Little Seeds,"{""High-density thermo-bonded polyester core that is lightweight and durable and offers ultra firm support."",""100% Vinyl outer cover that is waterproof and stain resistant to wipe clean instantly. Made for long-lasting use throughout your child’s development."",""This mattress has achieved GREENGUARD Gold Certification. GREENGUARD Certified products are certified to GREENGUARD standards for low chemical emissions into indoor air during product usage."",""10-year limited warranty. Handcrafted in Canada. Made of imported textiles. Fits standard crib with internal measurements of 28⅝ in. X 53 in. Made without the use of flame retardant chemicals. Made for sleeping use only. Jumping may cause indentations in the mattress."",""Mattress dimensions: 52\""L x 27.5\""W x 5\""H. Weight limit: 50 lb. Net weight: 7 lbs. Shipping dimensions: 52''L x 28''W x 5''H. Gross weight: 10 lbs. For optimal use, rotate mattress every 2-3 months""}","{""{\""name\"": \""Product Dimensions\"", \""value\"": \""27.5 x 52 x 5 inches\""}"",""{\""name\"": \""Item model number\"", \""value\"": \""6326009LS\""}"",""{\""name\"": \""Material Type\"", \""value\"": \""Vinyl\""}"",""{\""name\"": \""Care instructions\"", \""value\"": \""Hand Wash Only\""}"",""{\""name\"": \""Additional product features\"", \""value\"": \""Durable,Lightweight,Resistant,Waterproof\""}"",""{\""name\"": \""Number Of Items\"", \""value\"": \""1\""}"",""{\""name\"": \""Batteries required\"", \""value\"": \""No\""}"",""{\""name\"": \""Item Weight\"", \""value\"": \""7 pounds\""}"",""{\""name\"": \""Country/Region of origin\"", \""value\"": \""Canada\""}"",""{\""name\"": \""ASIN\"", \""value\"": \""B0BG5SSWS8\""}""}"
amzn_us___B09P1DCJZ5,"870e6274",Crib Mattresses,Baby,c679954e,Crib Mattresses,"870e6274",,,"Solid Color Fitted Crib Sheets for Bedding breathable extra-soft fitted bed cover for mattresses, bed mattresses, and playard mattresses. Brings good touch and feel. High Quality & Safer, Organic Cotton Ultra Soft for Skin & Hair The colors are all from natural organic plants. Exceptionally soft and smooth, providing a cozy and comfortable feel for sensitive skin and hair. enjoy sweet dreams with our safe and comfy sheets. Easy Care & Easy Installation Machine washable. No fade and quick-drying. Tumble dry on low heat or line dry. Avoid directly heat. Anti-slip Point Non-slip point on the back. The mattress is suitable for the floor. which gives it a secure & snug fit and makes the sheet safer. 5 Color Options, Get the One You Like There are 5 solid colors, pink, blue, purple, coffee, brown. Pink and blue sheets are with the cute carving animal patterns.","WWJJHH Crib Mattress, Mattress Pad Topper Child Nursery Mat Floor Mat Safety Mattress, Foldable Bed Roll Up Camping Mattress Floor Lounger Bed Couches and Sofas Mattress",WWJJHH,"{Cotton,""【Solid Color Fitted Crib Sheets for Bedding】breathable extra-soft fitted bed cover for mattresses, bed mattresses, and playard mattresses. Brings good touch and feel."",""【High Quality & Safer, Organic Cotton Ultra Soft for Skin & Hair】The colors are all from natural organic plants. Exceptionally soft and smooth, providing a cozy and comfortable feel for sensitive skin and hair. enjoy sweet dreams with our safe and comfy sheets."",""【Easy Care & Easy Installation】Machine washable. No fade and quick-drying. Tumble dry on low heat or line dry. Avoid directly heat."",""【Anti-slip Point】Non-slip point on the back. The mattress is suitable for the floor. which gives it a secure & snug fit and makes the sheet safer."",""【5 Color Options, Get the One You Like】There are 5 solid colors, pink, blue, purple, coffee, brown. Pink and blue sheets are with the cute carving animal patterns.""}","{""{\""name\"": \""Brand\"", \""value\"": \""WWJJHH\""}"",""{\""name\"": \""Color\"", \""value\"": \""Powder\""}"",""{\""name\"": \""Size\"", \""value\"": \""56*100cm\""}"",""{\""name\"": \""Fabric Type\"", \""value\"": \""Cotton\""}"",""{\""name\"": \""Special Feature\"", \""value\"": \""Quilted, Organic, Was, Breathable\""}"",""{\""name\"": \""Closure Type\"", \""value\"": \""Pull On\""}"",""{\""name\"": \""Product Care Instructions\"", \""value\"": \""Machine Wash\""}"",""{\""name\"": \""Water Resistance Level\"", \""value\"": \""Not Water Resistant\""}"",""{\""name\"": \""Age Range (Description)\"", \""value\"": \""Child\""}"",""{\""name\"": \""Material\"", \""value\"": \""Cotton\""}"",""{\""name\"": \""Manufacturer\"", \""value\"": \""z10012574\""}"",""{\""name\"": \""ASIN\"", \""value\"": \""B09P1DCJZ5\""}"",""{\""name\"": \""Country of Origin\"", \""value\"": \""China\""}""}"
amzn_us___B0C5JD8VKT,"870e6274",Crib Mattresses,Baby,c679954e,Crib Mattresses,"870e6274",,,"💞The Most Essential Accessory For All New Moms And Dads. 🙆Do you want to keep your baby clean and comfy wherever you go? 🙆Are you looking for a convenient and high-quality baby sleeping pad? ✅Then this portable baby pad is everything you've been looking for! Designed for Babies: This portable waterproof baby pads has a gauze cotton surface that is smooth and soft, protects your little one from hard, dirty surfaces. ✅SUPERIOR QUALITY 👶This waterproof changing pad is made with the best quality materials and special care to keep your baby comfy and safe. 👶It is very soft and comfortable so that babies will love it, and extremely durable and hygienic. ✅THREE LAYER STRUCTURE 👶Skin-friendly 👶Soft & Comfortable 👶Breathable 👶Ice silk can better protect your baby's skin ✅CONVENIENT DESIGN 👶The foldable changing mat is very easy to carry 👶The baby sleeping mat is waterproof and very easy to keep clean for easy use and maximum hygiene ✅MULTIPLE FUNCTIONS 👶For baby cribs 👶For baby bassinet/crib/pack n play 👶For toddler training 👶For protecting your mattress 👶Baby daily use 👶For playmat 👶For picnic 🚚Just click ""Add To Cart"" now","xigua Frog Baby Summer Sleeping Pad Baby Cooling Pad with Pillowcase, Breathable Crib Mattress Pad Washable Toddler Mattress Pad for Summer 52"" x 28""",xigua,"{""【👶 PREMIUM MATERIAL】The baby sheet are velvety-soft to touch, breathable and healthy for your baby or toddler. So do not worry that baby will get sweaty when they re sleeping. The backing fiber is non-adhesive and noise-free, which prevent from bunching up when tossing and turning,allowing for a peaceful rest."",""【👶 GET AN CUTE BABY PAD FOR BED】Each bed pad protector is oversized at 52''x 28'',In addition with a pillowcase (18 x 13in); easily fits most baby crib and mattress protector, allows your baby to sleep peacefully with plenty of room to move."",""【👶 SPOIL YOUR BABY BOY OR GIRL】Choose this unisex pee pads for kids and offer it as a thoughtful baby shower, birthday, gender reveal party Christmas or holiday gift.You just have to replace the pad instead of tearing away the whole sheet off the bed every morning."",""【👶 DURABLE & REUSABLE】Unlike plastic mats that stain and slide around or pricey disposable liners, these changing table pads are reusable with made of durable materials that are machine washable up to 100+ cycles and get softer with every wash, which is better for your baby and your wallet."",""【👶 WASHING INSTRUCTIONS】Regular washing; less than 40 ℃ warm water washing; do not use bleach and other detergents; should not be soaked for a long time; can be hand-washed, ironing, gentle machine washable, not dry clean.""}","{""{\""name\"": \""Brand\"", \""value\"": \""xigua\""}"",""{\""name\"": \""Color\"", \""value\"": \""Frog N27\""}"",""{\""name\"": \""Size\"", \""value\"": \""52*28 inch\""}"",""{\""name\"": \""Fabric Type\"", \""value\"": \""Velvet, Cotton\""}"",""{\""name\"": \""Special Feature\"", \""value\"": \""Disposable,Durable,Premium,Reusable\""}"",""{\""name\"": \""Product Care Instructions\"", \""value\"": \""Machine Wash, Dry Clean Only\""}"",""{\""name\"": \""Water Resistance Level\"", \""value\"": \""Waterproof\""}"",""{\""name\"": \""Age Range (Description)\"", \""value\"": \""Baby\""}"",""{\""name\"": \""Material\"", \""value\"": \""Cotton\""}"",""{\""name\"": \""Manufacturer\"", \""value\"": \""ZZCshop\""}"",""{\""name\"": \""ASIN\"", \""value\"": \""B0C5JD8VKT\""}"",""{\""name\"": \""Date First Available\"", \""value\"": \""May 17, 2023\""}""}"
amzn_us___B0C5JB9FZ8,"870e6274",Crib Mattresses,Baby,c679954e,Crib Mattresses,"870e6274",,,"💞The Most Essential Accessory For All New Moms And Dads. 🙆Do you want to keep your baby clean and comfy wherever you go? 🙆Are you looking for a convenient and high-quality baby sleeping pad? ✅Then this portable baby pad is everything you've been looking for! Designed for Babies: This portable waterproof baby pads has a gauze cotton surface that is smooth and soft, protects your little one from hard, dirty surfaces. ✅SUPERIOR QUALITY 👶This waterproof changing pad is made with the best quality materials and special care to keep your baby comfy and safe. 👶It is very soft and comfortable so that babies will love it, and extremely durable and hygienic. ✅THREE LAYER STRUCTURE 👶Skin-friendly 👶Soft & Comfortable 👶Breathable 👶Ice silk can better protect your baby's skin ✅CONVENIENT DESIGN 👶The foldable changing mat is very easy to carry 👶The baby sleeping mat is waterproof and very easy to keep clean for easy use and maximum hygiene ✅MULTIPLE FUNCTIONS 👶For baby cribs 👶For baby bassinet/crib/pack n play 👶For toddler training 👶For protecting your mattress 👶Baby daily use 👶For playmat 👶For picnic 🚚Just click ""Add To Cart"" now","xigua Frog Baby Summer Sleeping Pad Baby Cooling Pad with Pillowcase, Breathable Crib Mattress Pad Washable Toddler Mattress Pad for Summer 52"" x 28""",xigua,"{""【👶 PREMIUM MATERIAL】The baby sheet are velvety-soft to touch, breathable and healthy for your baby or toddler. So do not worry that baby will get sweaty when they re sleeping. The backing fiber is non-adhesive and noise-free, which prevent from bunching up when tossing and turning,allowing for a peaceful rest."",""【👶 GET AN CUTE BABY PAD FOR BED】Each bed pad protector is oversized at 52''x 28'',In addition with a pillowcase (18 x 13in); easily fits most baby crib and mattress protector, allows your baby to sleep peacefully with plenty of room to move."",""【👶 SPOIL YOUR BABY BOY OR GIRL】Choose this unisex pee pads for kids and offer it as a thoughtful baby shower, birthday, gender reveal party Christmas or holiday gift.You just have to replace the pad instead of tearing away the whole sheet off the bed every morning."",""【👶 DURABLE & REUSABLE】Unlike plastic mats that stain and slide around or pricey disposable liners, these changing table pads are reusable with made of durable materials that are machine washable up to 100+ cycles and get softer with every wash, which is better for your baby and your wallet."",""【👶 WASHING INSTRUCTIONS】Regular washing; less than 40 ℃ warm water washing; do not use bleach and other detergents; should not be soaked for a long time; can be hand-washed, ironing, gentle machine washable, not dry clean.""}","{""{\""name\"": \""Manufacturer\"", \""value\"": \""ZZCshop\""}"",""{\""name\"": \""ASIN\"", \""value\"": \""B0C5JB9FZ8\""}"",""{\""name\"": \""Date First Available\"", \""value\"": \""05M 17, 2023\""}""}"
amzn_us___B0C5JCCN1V,"870e6274",Crib Mattresses,Baby,c679954e,Crib Mattresses,"870e6274",,,"💞The Most Essential Accessory For All New Moms And Dads. 🙆Do you want to keep your baby clean and comfy wherever you go? 🙆Are you looking for a convenient and high-quality baby sleeping pad? ✅Then this portable baby pad is everything you've been looking for! Designed for Babies: This portable waterproof baby pads has a gauze cotton surface that is smooth and soft, protects your little one from hard, dirty surfaces. ✅SUPERIOR QUALITY 👶This waterproof changing pad is made with the best quality materials and special care to keep your baby comfy and safe. 👶It is very soft and comfortable so that babies will love it, and extremely durable and hygienic. ✅THREE LAYER STRUCTURE 👶Skin-friendly 👶Soft & Comfortable 👶Breathable 👶Ice silk can better protect your baby's skin ✅CONVENIENT DESIGN 👶The foldable changing mat is very easy to carry 👶The baby sleeping mat is waterproof and very easy to keep clean for easy use and maximum hygiene ✅MULTIPLE FUNCTIONS 👶For baby cribs 👶For baby bassinet/crib/pack n play 👶For toddler training 👶For protecting your mattress 👶Baby daily use 👶For playmat 👶For picnic 🚚Just click ""Add To Cart"" now","xigua Frog Baby Summer Sleeping Pad Baby Cooling Pad with Pillowcase, Breathable Crib Mattress Pad Washable Toddler Mattress Pad for Summer 52"" x 28""",xigua,"{""【👶 PREMIUM MATERIAL】The baby sheet are velvety-soft to touch, breathable and healthy for your baby or toddler. So do not worry that baby will get sweaty when they re sleeping. The backing fiber is non-adhesive and noise-free, which prevent from bunching up when tossing and turning,allowing for a peaceful rest."",""【👶 GET AN CUTE BABY PAD FOR BED】Each bed pad protector is oversized at 52''x 28'',In addition with a pillowcase (18 x 13in); easily fits most baby crib and mattress protector, allows your baby to sleep peacefully with plenty of room to move."",""【👶 SPOIL YOUR BABY BOY OR GIRL】Choose this unisex pee pads for kids and offer it as a thoughtful baby shower, birthday, gender reveal party Christmas or holiday gift.You just have to replace the pad instead of tearing away the whole sheet off the bed every morning."",""【👶 DURABLE & REUSABLE】Unlike plastic mats that stain and slide around or pricey disposable liners, these changing table pads are reusable with made of durable materials that are machine washable up to 100+ cycles and get softer with every wash, which is better for your baby and your wallet."",""【👶 WASHING INSTRUCTIONS】Regular washing; less than 40 ℃ warm water washing; do not use bleach and other detergents; should not be soaked for a long time; can be hand-washed, ironing, gentle machine washable, not dry clean.""}","{""{\""name\"": \""Manufacturer\"", \""value\"": \""ZZCshop\""}"",""{\""name\"": \""ASIN\"", \""value\"": \""B0C5JCCN1V\""}"",""{\""name\"": \""Date First Available\"", \""value\"": \""May 17, 2023\""}""}"
amzn_us___B09NN4Y3QY,"870e6274",Crib Mattresses,Baby,c679954e,Crib Mattresses,"870e6274",,,"Style5 Crib Outdoor Daybed Mattress Bolster Knife Edge Insert and Cover Complete Set - AD104 Premium Foam Mattress Foam Density: (D30) 1.8 PCF High-Densityand Dacron Wrap 3-Layers Foam Mattress:Foam + Fiberfill + Dacron Wrap: 1 x Mattress Foam and Cover Dimension: 52"" x 28"" x 6"" 3-Layers Pillow Insert: Polyester Fiberfill + Fiber Warp + Dacron Wrap 2 x Bolster Inserts and Covers Dimension (1500 Gram Fiberfill): 26"" x 8"" Color: AD104 Edge Trim: Knife Edge Packaging: VacuumPacked Fabric: 230 Gram Polyester Upholstery Hidden Zipper Water Repellent *Not Water Proof* Store Cushions and Covers In Rainy Season Allow 48 hours to restore back to original thickness afteropening package Covers and Inserts are packed individually *assemblingrequired* Cleaning: Soap clean and rinse off with water hose Quantity: 1",DBM IMPORTS Style5 Crib Outdoor Daybed Mattress Bolster Knife Edge Insert and Cover Complete Set - AD104,DBM IMPORTS,"{""1 x Mattress Foam and Cover Dimension: 52\"" x 28\"" x 6\"""",""2 x Bolster Inserts and Covers Dimension: 26\"" x 8\"""",""Cover Edge Trim: Knife Edge; Hidden Zipper; Fabric: 230 Gram Polyester Upholstery"",""Hidden Zipper; Water Repellent *Not Water Proof* Store Cushions and Covers In Rainy Season"",""Vacuum Packed (Allow 48 hours to restore back to original thickness afteropening package)""}","{""{\""name\"": \""Package Dimensions\"", \""value\"": \""52 x 38 x 6 inches\""}"",""{\""name\"": \""Item Weight\"", \""value\"": \""28 pounds\""}"",""{\""name\"": \""Manufacturer\"", \""value\"": \""DBM IMPORTS\""}"",""{\""name\"": \""ASIN\"", \""value\"": \""B09NN4Y3QY\""}""}"
amzn_us___B07G58VR5G,"870e6274",Crib Mattresses,Baby,c679954e,Crib Mattresses,"870e6274",,,"Fitted portable / mini crib Sheet Measures 24 x 38 inches 100% cotton woven 280 TC Elastic around the entire edge for a safe and secure fit Features Gold Damask Machine washable and dryable Made In USA! Note: Please make sure to select the proper fitted sheet for your mattress size. There are two different depths available. If you have the standard 3 inch thick mattress, then make sure to select '24 x 38 x 3'. If you have the extra deep 5.5"" or 6"" mattress you will need the extra deep fitted '24 x 38 x 5.5' size sheet. The extra deep sheet works with brands such as the 'DaVinci extra deep mattress' as well as some other brands.","SheetWorld 100% Cotton Percale Extra Deep Fitted Portable Mini Crib Sheet 24 x 38 x 5.5, Gold Damask, Made in USA",SHEETWORLD.COM,"{""Measures 24 x 38 x 5.5 (extra deep)"",""100% Cotton Woven"",""Machine Washable & Dryable"",""MADE IN USA!""}","{""{\""name\"": \""Color\"", \""value\"": \""Gold Damask\""}"",""{\""name\"": \""Material\"", \""value\"": \""Cotton\""}"",""{\""name\"": \""Size\"", \""value\"": \""Fitted 24x38x5.5\""}"",""{\""name\"": \""Fabric Type\"", \""value\"": \""100% Cotton\""}"",""{\""name\"": \""Pattern\"", \""value\"": \""Solid\""}"",""{\""name\"": \""Product Dimensions\"", \""value\"": \""38\\\""L x 24\\\""W\""}"",""{\""name\"": \""Brand\"", \""value\"": \""SHEETWORLD.COM\""}"",""{\""name\"": \""Thread Count\"", \""value\"": \""280\""}"",""{\""name\"": \""Product Care Instructions\"", \""value\"": \""Machine Wash\""}"",""{\""name\"": \""Number of Pieces\"", \""value\"": \""1\""}"",""{\""name\"": \""Item Weight\"", \""value\"": \""8 ounces\""}"",""{\""name\"": \""Manufacturer\"", \""value\"": \""SHEETWORLD.COM\""}"",""{\""name\"": \""ASIN\"", \""value\"": \""B07G58VR5G\""}"",""{\""name\"": \""Country of Origin\"", \""value\"": \""USA\""}"",""{\""name\"": \""Item model number\"", \""value\"": \""PC5-W988\""}"",""{\""name\"": \""Date First Available\"", \""value\"": \""March 10, 2023\""}""}"
amzn_us___B07MH38HQ5,"870e6274",Crib Mattresses,Baby,c679954e,Crib Mattresses,"870e6274",,,"Our Orange Sherbert portable / mini crib sheets are made with the highest quality fabric (150 gsm), making them softer than your most comfortable t-shirt. These Orange Sherbert portable / mini crib sheets are designed specifically to ensure that your little one gets the best sleep imaginable.Because safety is our top priority, these portable / mini crib sheets are made with deep pockets so they won't slip off of the mattress. They are also very durable and will last as your little one grows. We proudly manufacture our toddler sheets (as well as all of our sheets) right here in the USA. Color of this sheet is a Orange Sherbert. Size 24 x 38. Note: Please make sure to select the proper fitted sheet for your mattress size. There are two different depths available. If you have the standard 3 inch thick mattress, then make sure to select '24 x 38 x 3'. If you have the extra deep 5.5"" or 6"" mattress you will need the extra deep fitted '24 x 38 x 5.5' size sheet. The extra deep sheet works with brands such as the 'DaVinci extra deep mattress' as well as some other brands.","SheetWorld 100% Cotton Jersey Extra Deep Fitted Portable Mini Crib Sheet 24 x 38 x 5.5, Solid Orange , Made in USA",SHEETWORLD.COM,"{""Measures 24 x 38 x 5.5 (extra deep)"",""100% Cotton Jersey Knit"",""Machine Washable & Dryable""}","{""{\""name\"": \""Color\"", \""value\"": \""Solid Orange Jersey Knit\""}"",""{\""name\"": \""Material\"", \""value\"": \""Cotton\""}"",""{\""name\"": \""Size\"", \""value\"": \""Fitted 24x38x5.5\""}"",""{\""name\"": \""Fabric Type\"", \""value\"": \""100,cotton\""}"",""{\""name\"": \""Pattern\"", \""value\"": \""Solid\""}"",""{\""name\"": \""Brand\"", \""value\"": \""SHEETWORLD.COM\""}"",""{\""name\"": \""Product Care Instructions\"", \""value\"": \""Machine Wash\""}"",""{\""name\"": \""Manufacturer\"", \""value\"": \""sheetworld\""}"",""{\""name\"": \""ASIN\"", \""value\"": \""B07MH38HQ5\""}"",""{\""name\"": \""Item model number\"", \""value\"": \""PC5B-ORG\""}"",""{\""name\"": \""Is Discontinued By Manufacturer\"", \""value\"": \""No\""}"",""{\""name\"": \""Date First Available\"", \""value\"": \""12M 27, 2018\""}""}"
